Unnamed: 0,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta
cg17618327,0.257447377,0.435588753,11.38383419,3.95E-27,1.58E-25,50.34877203,0.201293119,0.458740495,0.257447377,7,2143942,F,I,MAD1L1,Body,opensea,Body-opensea,,,TRUE,,rs73038464,,0.300250913
cg19554569,-0.257507639,0.608038787,-9.073370952,1.99E-18,2.82E-17,30.49134389,0.842389265,0.584881626,-0.257507639,11,5364833,R,II,OR51B5,TSS200,opensea,TSS200-opensea,,,TRUE,,,rs12806253,-0.30023655
cg09792926,0.278945164,0.333212882,8.667400902,4.86E-17,5.96E-16,27.33660981,0.079352715,0.358297878,0.278945164,16,49316053,F,I,CBLN1,TSS1500,island,TSS1500-island,chr16:49314037-49316543,,TRUE,,,rs42366,0.300217367
cg25510753,0.247603194,0.722689892,11.84099071,5.35E-29,2.81E-27,54.6202548,0.497353172,0.744956366,0.247603194,7,130008536,F,I,CPA5,3'UTR,opensea,3'UTR-opensea,,,,,,,0.300153119
cg17315844,-0.267498838,0.641927381,-9.277807201,3.84E-19,5.84E-18,32.12053593,0.885370568,0.61787173,-0.267498838,5,10249113,R,II,FAM173B,Body,shore,Body-shore,chr5:10249760-10251000,,,,,,-0.300152102
cg23941527,0.264734,0.558118453,11.41197297,3.04E-27,1.24E-25,50.60870965,0.317191468,0.581925468,0.264734,5,92868380,F,II,FLJ42709,Body,opensea,Body-opensea,,,TRUE,,,,0.300116879
cg12008047,-0.269662513,0.382546507,-12.4083485,2.24E-31,1.71E-29,60.05909958,0.627958794,0.358296282,-0.269662513,19,18497143,F,I,GDF15,1stExon,island,1stExon-island,chr19:18497063-18497269,TRUE,TRUE,,rs16982331,,-0.300094001
cg18048405,0.254588417,0.529992318,11.43678749,2.41E-27,9.96E-26,50.83826835,0.298298543,0.55288696,0.254588417,17,27333617,F,II,SEZ6,TSS1500,shore,TSS1500-shore,chr17:27332268-27333188,,,,,,0.30008043
cg22097731,0.268698484,0.374573162,9.116541787,1.41E-18,2.02E-17,30.83315061,0.130038211,0.398736695,0.268698484,15,63334436,R,I,TPM1,TSS1500,island,TSS1500-island,chr15:63334233-63336063,,,high-CpG:61121430-61123336,,,0.300078772
cg17664269,0.228586266,0.632258185,8.902156653,7.76E-18,1.03E-16,29.14764745,0.424228238,0.652814504,0.228586266,3,3080621,F,I,CNTN4,Body,opensea,Body-opensea,,,TRUE,,,,0.300068448
cg14917244,0.282368436,0.535702764,11.84453896,5.17E-29,2.73E-27,54.65380463,0.278727173,0.561095608,0.282368436,8,27469001,F,II,CLU,TSS200,shelf,TSS200-shelf,chr8:27471954-27472523,,TRUE,,rs76459673,,0.300046717
cg19862242,0.264883042,0.625351736,13.78034503,2.28E-37,4.95E-35,73.77943881,0.384289112,0.649172153,0.264883042,6,138200334,F,II,TNFAIP3,Body,opensea,Body-opensea,,,,,,,0.299971786
cg09261791,-0.267110915,0.426342748,-11.21098518,1.96E-26,7.10E-25,48.7608399,0.669432897,0.402321982,-0.267110915,14,52347968,R,II,GNG2,5'UTR,opensea,5'UTR-opensea,,,,,,,-0.299934534
cg09982773,0.260271235,0.639935886,12.48222785,1.09E-31,8.73E-30,60.77803395,0.403070338,0.663341573,0.260271235,7,128550860,F,I,KCP,TSS200,island,TSS200-island,chr7:128550409-128550903,TRUE,,,rs1609545,,0.299934128
cg03820828,0.266716066,0.465811588,10.662054,2.84E-24,7.75E-23,43.82123196,0.22308078,0.489796846,0.266716066,2,219922362,F,I,IHH,Body,island,Body-island,chr2:219922154-219923130,,TRUE,,,,0.299895499
cg08713365,0.26007198,0.330203077,6.472556273,2.12E-10,1.36E-09,12.29739358,0.093518865,0.353590845,0.26007198,20,327623,R,II,NRSN2,1stExon,island,1stExon-island,chr20:327376-328977,,,high-CpG:275329-275773,,,0.299880645
cg08555612,0.279068647,0.411799429,10.66006111,2.89E-24,7.88E-23,43.80359318,0.157826883,0.43689553,0.279068647,3,71834640,F,II,PROK2,TSS1500,island,TSS1500-island,chr3:71834068-71834653,,TRUE,,,,0.299785857
cg02080857,0.257439429,0.613927643,11.42873177,2.60E-27,1.07E-25,50.76371121,0.379639242,0.637078671,0.257439429,1,85279323,R,I,LPAR3,3'UTR,opensea,3'UTR-opensea,,,,,,,0.29971034
cg13316148,-0.262623554,0.640195438,-10.67702887,2.49E-24,6.83E-23,43.95384189,0.879201766,0.616578212,-0.262623554,2,191916269,F,II,STAT4,Body,opensea,Body-opensea,,,TRUE,,,,-0.299687816
cg21312148,-0.257263997,0.637115866,-9.277888593,3.84E-19,5.84E-18,32.12118987,0.871244611,0.613980615,-0.257263997,1,152636074,R,II,LCE2D,5'UTR,opensea,5'UTR-opensea,,,,,,,-0.299673558
cg11050612,0.261570987,0.497183368,9.446975696,9.63E-20,1.56E-18,33.48870201,0.259134951,0.520705938,0.261570987,3,149374066,R,II,WWTR1,Body,shore,Body-shore,chr3:149374709-149376300,,,,,,0.299665275
cg00175153,-0.26779356,0.501574982,-13.1392937,1.58E-34,2.07E-32,67.27455331,0.745286387,0.477492828,-0.26779356,16,2012763,R,II,SNORA10,TSS1500,shore,TSS1500-shore,chr16:2014164-2015451,,,,,,-0.299599834
cg01291336,0.290436835,0.404641723,10.97291491,1.73E-25,5.51E-24,46.59893388,0.140323308,0.430760144,0.290436835,7,150949495,R,II,SMARCD3,Body,shore,Body-shore,chr7:150948671-150948906,,TRUE,,,,0.299596742
cg19366877,0.261715788,0.6717921,12.12339503,3.57E-30,2.25E-28,57.30898762,0.433611904,0.695327692,0.261715788,1,204010639,F,II,C1orf157,TSS1500,opensea,TSS1500-opensea,,,,,,,0.29956787
cg26288249,0.27768227,0.311198716,10.44243473,1.99E-23,4.88E-22,41.89060484,0.058487872,0.336170143,0.27768227,9,112810954,F,II,AKAP2,TSS200,island,TSS200-island,chr9:112810858-112811128,,,high-CpG:111850763-111850798,,,0.299562821
cg23625660,0.287198539,0.631749836,13.6306723,1.06E-36,2.03E-34,72.24673593,0.370378504,0.657577043,0.287198539,5,135266516,F,II,FBXL21,5'UTR,island,5'UTR-island,chr5:135265848-135266517,,TRUE,,,,0.299561327
cg19922137,0.253745487,0.388277932,11.01311956,1.20E-25,3.90E-24,46.9619513,0.157351284,0.41109677,0.253745487,1,210111561,F,I,SYT14,1stExon,island,1stExon-island,chr1:210111179-210112054,,,high-CpG:208178182-208178219,,,0.299558329
cg23342755,0.258961708,0.595934331,12.17141566,2.24E-30,1.46E-28,57.76986466,0.360260546,0.619222254,0.258961708,7,76053013,F,II,ZP3,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,0.299511174
cg05360958,0.271155447,0.649428887,11.82990544,5.94E-29,3.10E-27,54.51547884,0.402657923,0.67381337,0.271155447,12,15038440,F,II,MGP,Body,opensea,Body-opensea,,,TRUE,,,,0.299477296
cg04002794,0.267170022,0.569322678,12.16759405,2.33E-30,1.51E-28,57.73314823,0.326178737,0.593348759,0.267170022,3,171805805,R,II,FNDC3B,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,0.299468393
cg21834684,0.233830693,0.788534865,12.10226553,4.37E-30,2.72E-28,57.10653275,0.575732112,0.809562805,0.233830693,14,81797427,R,II,STON2,Body,opensea,Body-opensea,,,TRUE,,,,0.299426415
cg00062245,0.259723468,0.565823426,10.92476343,2.67E-25,8.31E-24,46.16528705,0.329456385,0.589179853,0.259723468,17,42462260,R,II,ITGA2B,Body,island,Body-island,chr17:42462135-42463579,,TRUE,,,,0.299359638
cg24960947,0.290819864,0.365923954,9.040410192,2.59E-18,3.62E-17,30.23118575,0.101256956,0.39207682,0.290819864,11,65816463,F,I,GAL3ST3,5'UTR,island,5'UTR-island,chr11:65816404-65816665,,,,,,0.299234695
cg16096631,0.256111247,0.608473642,13.11911342,1.93E-34,2.50E-32,67.07237263,0.375393982,0.631505229,0.256111247,1,42092165,R,II,HIVEP3,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,,0.299229063
cg27085741,0.255093964,0.341834625,6.742031482,3.93E-11,2.72E-10,13.94862557,0.109680766,0.36477473,0.255093964,7,143042741,R,I,CLCN1,Body,island,Body-island,chr7:143042508-143042867,TRUE,TRUE,,,,0.299202774
cg07986058,0.275980914,0.358189601,10.20840295,1.54E-22,3.40E-21,39.86307805,0.107027114,0.383008028,0.275980914,15,26094704,F,II,ATP10A,Body,opensea,Body-opensea,,TRUE,TRUE,,,,0.29919324
cg06367311,0.272770886,0.564030302,10.71256924,1.81E-24,5.06E-23,44.26906004,0.315789172,0.588560058,0.272770886,16,57318013,R,II,PLLP,Body,island,Body-island,chr16:57317967-57318964,,TRUE,,,,0.299189638
cg04052038,-0.284719116,0.510285315,-10.17369235,2.08E-22,4.53E-21,39.56502885,0.769400194,0.484681078,-0.284719116,21,31588123,F,II,CLDN8,1stExon,opensea,1stExon-opensea,,,,,rs1557294,,-0.299151983
cg11859607,0.259245689,0.426288095,9.741183572,8.33E-21,1.52E-19,35.91040146,0.190355868,0.449601557,0.259245689,18,909154,R,II,ADCYAP1,Body,island,Body-island,chr18:904578-909574,,,,,rs3833194,0.299139029
cg27638453,0.249909479,0.73812543,11.29090179,9.35E-27,3.54E-25,49.49312984,0.510689825,0.760599304,0.249909479,6,157470150,F,II,ARID1B,Body,opensea,Body-opensea,,TRUE,,,,,0.299123176
cg15021031,-0.265228828,0.554901639,-10.40056666,2.88E-23,6.93E-22,41.5256025,0.796278954,0.531050126,-0.265228828,5,146333034,F,II,PPP2R2B,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,,-0.29909213
cg00180762,0.282140507,0.378028256,9.569591309,3.49E-20,5.95E-19,34.49152255,0.121260097,0.403400604,0.282140507,12,26379588,R,II,SSPN,Body,opensea,Body-opensea,,,TRUE,,,,0.299088831
cg01542019,0.280718675,0.513077876,12.24142332,1.14E-30,7.77E-29,58.44364489,0.257603687,0.538322361,0.280718675,19,14673053,R,I,TECR,Body,shelf,Body-shelf,chr19:14676201-14676542,TRUE,TRUE,,,,0.299052998
cg15140465,0.267101416,0.346362166,7.854058558,2.09E-14,1.99E-13,21.35290191,0.103280662,0.370382078,0.267101416,11,77184194,R,II,PAK1,5'UTR,island,5'UTR-island,chr11:77184193-77185504,,,,,,0.298988412
cg18031850,0.251111014,0.403159093,10.69701275,2.08E-24,5.77E-23,44.13100011,0.174630005,0.425741019,0.251111014,19,33716452,F,I,SLC7A10,Body,island,Body-island,chr19:33716312-33716751,TRUE,,,,,0.298980391
cg12403889,0.259854985,0.479304336,12.76035985,6.99E-33,6.84E-31,63.50583935,0.242817606,0.50267259,0.259854985,1,11753338,R,II,C1orf187,5'UTR,shore,5'UTR-shore,chr1:11750701-11752651,,TRUE,,,,0.298946093
cg14162629,-0.254780388,0.516399294,-14.76744415,7.26E-42,3.73E-39,84.08379819,0.748267777,0.493487389,-0.254780388,7,2720394,F,I,AMZ1,5'UTR,shore,5'UTR-shore,chr7:2718826-2719124,,,,,,-0.298917239
cg06118116,-0.262934063,0.568513141,-12.05846773,6.67E-30,4.03E-28,56.68753396,0.807802054,0.544867991,-0.262934063,2,228336171,F,II,AGFG1,TSS1500,shore,TSS1500-shore,chr2:228336752-228337875,,,,,,-0.298914784
cg08450807,-0.259901253,0.670892242,-9.586823356,3.03E-20,5.19E-19,34.63319979,0.90742108,0.647519827,-0.259901253,13,103702677,R,II,SLC10A2,Body,opensea,Body-opensea,,,,,,,-0.298909663
cg13932501,0.267240737,0.692706531,12.28346134,7.57E-31,5.33E-29,58.84930085,0.449498234,0.716738971,0.267240737,9,94060853,F,II,AUH,Body,opensea,Body-opensea,,,TRUE,,,,0.298815211
cg19858576,0.260077672,0.435558673,14.16205056,4.32E-39,1.29E-36,77.72478857,0.198869281,0.458946952,0.260077672,5,191806,R,I,LRRC14B,1stExon,island,1stExon-island,chr5:191792-192544,TRUE,,,,,0.298805803
cg14080475,0.257685571,0.399343584,9.257348186,4.53E-19,6.84E-18,31.95629387,0.164831176,0.422516747,0.257685571,9,117150495,F,II,AKNA,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,,0.298704745
cg00606900,0.24035427,0.758914013,11.91539241,2.63E-29,1.45E-27,55.32499564,0.540174335,0.780528605,0.24035427,22,50175250,F,I,BRD1,Body,shelf,Body-shelf,chr22:50177720-50178221,,,,,,0.29868715
cg06819923,0.27409002,0.721798262,14.18504624,3.40E-39,1.03E-36,77.96410474,0.472356626,0.746446645,0.27409002,16,21214508,R,II,ZP2,Body,opensea,Body-opensea,,,,,,,0.298685166
cg05936516,-0.25840026,0.417424199,-11.47700398,1.66E-27,7.00E-26,51.21096418,0.652587026,0.394186766,-0.25840026,5,114507066,R,II,TRIM36,Body,shore,Body-shore,chr5:114504910-114506598,,,,,,-0.298610912
cg12918473,0.222645286,0.419694661,7.807831107,2.92E-14,2.73E-13,21.02680732,0.217071433,0.439716719,0.222645286,7,116962516,R,II,WNT2,Body,shore,Body-shore,chr7:116962841-116964803,,,,,,0.298552727
cg01919401,0.267721018,0.552508992,12.50206882,8.95E-32,7.28E-30,60.97151853,0.308863605,0.576584623,0.267721018,7,130985828,F,II,MKLN1,Body,opensea,Body-opensea,,,TRUE,,,,0.298472698
cg19270505,0.279485499,0.311545153,9.340520262,2.30E-19,3.59E-18,32.62563632,0.057193242,0.336678741,0.279485499,1,25256705,F,I,RUNX3,1stExon,island,1stExon-island,chr1:25255527-25259005,,,high-CpG:25128982-25129438,,,0.298457571
cg26117023,0.276975009,0.469529263,10.04029716,6.57E-22,1.35E-20,38.4261049,0.217462078,0.494437087,0.276975009,2,74782096,R,II,LOXL3,TSS1500,island,TSS1500-island,chr2:74781494-74782685,,,,,,0.298315281
cg07168214,0.265770655,0.710512222,12.97474796,8.24E-34,9.51E-32,65.63081018,0.468641806,0.734412461,0.265770655,17,7380112,F,II,ZBTB4,5'UTR,shelf,5'UTR-shelf,chr17:7382266-7382710,TRUE,TRUE,,,,0.298294343
cg10136354,0.257421516,0.321250742,9.661910983,1.62E-20,2.86E-19,35.25267388,0.086978643,0.344400159,0.257421516,2,73151457,F,I,EMX1,Body,island,Body-island,chr2:73151200-73152060,,,,,,0.298282049
cg15000071,-0.267052646,0.401283325,-13.21271909,7.52E-35,1.03E-32,68.0115542,0.644320445,0.3772678,-0.267052646,3,134889493,F,II,EPHB1,Body,opensea,Body-opensea,,,TRUE,,,,-0.298259325
cg23208271,-0.254045251,0.500274176,-10.4679426,1.59E-23,3.95E-22,42.11346278,0.731473631,0.47742838,-0.254045251,7,37148793,F,II,ELMO1,Body,opensea,Body-opensea,,,TRUE,,,,-0.298240439
cg04554195,-0.274582403,0.367354728,-12.56348378,4.89E-32,4.16E-30,61.57151117,0.617244468,0.342662066,-0.274582403,19,52268814,R,II,FPR2,5'UTR,opensea,5'UTR-opensea,,,,,,,-0.298219563
cg17775490,0.272282452,0.764576703,14.01162794,2.07E-38,5.47E-36,76.16385535,0.516780083,0.789062535,0.272282452,20,45179354,F,II,C20orf123,TSS200,opensea,TSS200-opensea,,,,,rs10211818,,0.298203355
cg21367256,-0.25321276,0.552772841,-9.511874749,5.64E-20,9.39E-19,34.01832467,0.78321467,0.530001909,-0.25321276,20,62795658,F,II,MYT1,TSS200,opensea,TSS200-opensea,,,,,,,-0.298182719
cg17143518,0.274210444,0.484791908,9.934242538,1.63E-21,3.20E-20,37.52804585,0.235240676,0.50945112,0.274210444,18,20716545,R,II,CABLES1,1stExon,island,1stExon-island,chr18:20714968-20717071,,,,,,0.298182051
cg18099058,-0.258804817,0.564174425,-10.63010547,3.78E-24,1.01E-22,43.53872231,0.799705427,0.54090061,-0.258804817,11,55737045,R,II,OR10AG1,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.298177513
cg10076902,-0.261837732,0.445556551,-12.74987548,7.75E-33,7.54E-31,63.40241314,0.683847725,0.422009992,-0.261837732,11,1858135,F,II,SYT8,Body,opensea,Body-opensea,,,,,,,-0.298095869
cg25800765,0.247768009,0.517463189,9.354011188,2.06E-19,3.24E-18,32.73461821,0.291976475,0.539744485,0.247768009,12,85673347,F,II,ALX1,TSS1500,shore,TSS1500-shore,chr12:85673878-85674700,,,,,,0.298089678
cg14323199,0.25915592,0.353749234,8.823833685,1.44E-17,1.86E-16,28.53936041,0.117898703,0.377054622,0.25915592,17,60705839,R,II,MRC2,Body,island,Body-island,chr17:60704542-60705943,,,,,,0.298058417
cg27296341,0.253224777,0.7220031,12.29830729,6.55E-31,4.65E-29,58.9927505,0.491550335,0.744775113,0.253224777,6,154485839,F,II,IPCEF1,Body,opensea,Body-opensea,,,TRUE,,,,0.298048711
cg16691593,0.276168136,0.529553576,11.16302295,3.04E-26,1.07E-24,48.3229276,0.278220704,0.55438884,0.276168136,5,76934634,R,II,OTP,TSS200,island,TSS200-island,chr5:76934581-76935296,,TRUE,,,,0.297999081
cg06906087,-0.257432695,0.479270535,-13.02750185,4.86E-34,5.84E-32,66.15660379,0.713552808,0.456120113,-0.257432695,17,80053205,F,II,FASN,Body,shore,Body-shore,chr17:80054171-80054392,,,,,,-0.297928221
cg26814276,0.25440727,0.341286884,8.799701916,1.74E-17,2.23E-16,28.35275944,0.109757965,0.364165235,0.25440727,4,172734266,F,I,GALNTL6,TSS1500,island,TSS1500-island,chr4:172733734-172735118,,,,,,0.297866021
cg25602692,0.251144202,0.674412365,12.66050417,1.88E-32,1.71E-30,62.52267542,0.445853073,0.696997275,0.251144202,12,123998085,R,I,RILPL1,Body,opensea,Body-opensea,,,,,,,0.29780802
cg12001304,0.26136341,0.456482797,8.787731454,1.91E-17,2.43E-16,28.26033994,0.21862329,0.4799867,0.26136341,2,229045020,F,II,SPHKAP,Body,shore,Body-shore,chr2:229045957-229046553,,,,,,0.297763094
cg05001389,0.260504773,0.518126743,11.48781843,1.50E-27,6.37E-26,51.3113218,0.281048658,0.541553431,0.260504773,9,135853034,R,II,GFI1B,TSS1500,opensea,TSS1500-opensea,,,,,,,0.297745435
cg03882585,0.255280918,0.320398786,7.934129965,1.18E-14,1.14E-13,21.92137316,0.088074785,0.343355704,0.255280918,6,152957910,F,II,SYNE1,5'UTR,island,5'UTR-island,chr6:152957810-152958472,TRUE,,,,,0.297743227
cg02373104,0.255159836,0.583433,8.173442076,2.04E-15,2.14E-14,23.64759041,0.351219192,0.606379028,0.255159836,7,147601429,R,II,MIR548F3,Body,opensea,Body-opensea,,,TRUE,,,,0.297725864
cg22934200,0.25919087,0.65784202,10.40638101,2.74E-23,6.61E-22,41.57623251,0.421959682,0.681150552,0.25919087,2,61407270,R,II,AHSA2,5'UTR,shore,5'UTR-shore,chr2:61404048-61405361,,TRUE,,,,0.29769552
cg07469637,0.246548075,0.582534855,8.220114303,1.44E-15,1.53E-14,23.98895112,0.358158369,0.604706444,0.246548075,7,92466386,F,II,CDK6,TSS1500,island,TSS1500-island,chr7:92462201-92466387,,,high-CpG:92303787-92304341,,,0.297625904
cg15942185,0.254996606,0.688989034,11.37006804,4.49E-27,1.78E-25,50.22174962,0.456923778,0.711920384,0.254996606,7,129912487,F,II,CPA2,Body,opensea,Body-opensea,,,,,,,0.297566952
cg20018806,-0.261594198,0.577873321,-9.927260954,1.73E-21,3.39E-20,37.46915952,0.815942861,0.554348663,-0.261594198,11,59633874,R,II,TCN1,1stExon,opensea,1stExon-opensea,,,,,,,-0.29754931
cg10101600,0.257805037,0.675799267,12.98840751,7.19E-34,8.39E-32,65.76684475,0.441178136,0.698983173,0.257805037,2,43478743,R,II,THADA,Body,opensea,Body-opensea,,,TRUE,,,,0.297542395
cg00350503,-0.271665231,0.631193022,-9.447542926,9.58E-20,1.56E-18,33.49331967,0.878427926,0.606762695,-0.271665231,19,13613614,F,II,CACNA1A,Body,shelf,Body-shelf,chr19:13616752-13617267,,,,rs2900966,,-0.297518029
cg03220455,0.247065573,0.68620811,11.75233201,1.24E-28,6.18E-27,53.78391222,0.461360665,0.708426238,0.247065573,17,74582984,F,II,ST6GALNAC2,TSS1500,shore,TSS1500-shore,chr17:74580974-74582396,,TRUE,,,,0.297468433
cg10082841,0.256066712,0.556777906,12.74810441,7.89E-33,7.66E-31,63.38494656,0.323738776,0.579805488,0.256066712,9,130689321,R,II,PIP5KL1,Body,shore,Body-shore,chr9:130689378-130690215,,,,,,0.297398407
cg19084726,0.263470445,0.359155253,11.27551599,1.08E-26,4.06E-25,49.35189339,0.119378194,0.382848639,0.263470445,1,145075538,F,I,PDE4DIP,Body,island,Body-island,chr1:145075483-145075845,,TRUE,,rs3856018,,0.297389275
cg15761405,-0.262699404,0.63379112,-9.933269582,1.64E-21,3.22E-20,37.5198377,0.872866477,0.610167073,-0.262699404,1,157746405,F,II,FCRL2,Body,opensea,Body-opensea,,,,,rs57560418,,-0.297357575
cg18710784,0.25685514,0.38245379,7.788218278,3.36E-14,3.12E-13,20.88892208,0.148697133,0.405552273,0.25685514,11,132813563,R,II,OPCML,TSS1500,island,TSS1500-island,chr11:132813562-132814395,,,,,,0.297275004
cg13366537,0.279539298,0.45988788,10.49205756,1.29E-23,3.23E-22,42.32448582,0.205487009,0.485026306,0.279539298,7,30029754,F,II,SCRN1,TSS1500,island,TSS1500-island,chr7:30028518-30029822,TRUE,,,,,0.29726945
cg04401986,0.258758111,0.528549011,9.754251045,7.47E-21,1.37E-19,36.01918825,0.293060514,0.551818625,0.258758111,4,81189927,F,I,FGF5,Body,shelf,Body-shelf,chr4:81187494-81187913,,,,rs78757752,,0.297258298
cg21185662,0.26223682,0.4823845,9.717414344,1.02E-20,1.84E-19,35.71278721,0.243730127,0.505966948,0.26223682,12,45662797,R,II,ANO6,Body,opensea,Body-opensea,,,TRUE,,,,0.297247747
cg03120289,0.262188689,0.351960708,11.7419322,1.37E-28,6.78E-27,53.68605492,0.113350139,0.375538828,0.262188689,1,99470550,F,I,LPPR5,TSS200,island,TSS200-island,chr1:99469932-99470968,,,,,,0.297219041
cg21055684,0.254074477,0.489531033,9.231179899,5.60E-19,8.37E-18,31.74660567,0.25830498,0.512379457,0.254074477,5,107005047,F,II,EFNA5,Body,shore,Body-shore,chr5:107005130-107008191,,,,,,0.297200736
cg02220078,0.25411046,0.583338296,10.92582932,2.65E-25,8.24E-24,46.17487299,0.352079496,0.606189956,0.25411046,5,132386904,F,II,HSPA4,TSS1500,shore,TSS1500-shore,chr5:132387100-132388369,,,,rs12519719,,0.297123125
cg07048608,-0.25823006,0.629108228,-8.985763639,4.01E-18,5.49E-17,29.801414,0.86411616,0.6058861,-0.25823006,1,158581040,F,II,SPTA1,3'UTR,opensea,3'UTR-opensea,,,,,,,-0.297069901
cg20684180,0.244411759,0.330982771,6.224480762,9.53E-10,5.73E-09,10.82858319,0.108550487,0.352962246,0.244411759,3,38080635,R,II,DLEC1,TSS200,island,TSS200-island,chr3:38080628-38081187,TRUE,TRUE,,,,0.29706185
cg01974091,0.266104468,0.553972443,8.674200212,4.61E-17,5.67E-16,27.38854757,0.311798234,0.577902701,0.266104468,14,100625027,R,I,DEGS2,Body,shore,Body-shore,chr14:100625319-100626461,TRUE,,,,,0.297052516
cg00514407,0.247786806,0.544237997,9.766730475,6.72E-21,1.24E-19,36.1231758,0.318734178,0.566520984,0.247786806,2,224904626,R,II,SERPINE2,TSS1500,island,TSS1500-island,chr2:224903221-224904735,,,,,,0.296993544
cg07035145,0.263509666,0.362772987,8.860313372,1.08E-17,1.42E-16,28.82217328,0.122960233,0.386469899,0.263509666,14,51410689,R,I,PYGL,Body,island,Body-island,chr14:51410614-51411464,,,,,,0.296909022
cg03774468,0.272475285,0.39738047,10.52567385,9.55E-24,2.44E-22,42.6191935,0.149408358,0.421883643,0.272475285,3,140950104,R,I,ACPL2,TSS1500,island,TSS1500-island,chr3:140949911-140950963,,,,,,0.296866859
cg08197287,0.249163481,0.558364896,10.31161522,6.27E-23,1.45E-21,40.75341604,0.331608203,0.580771684,0.249163481,4,87952173,R,II,AFF1,Body,opensea,Body-opensea,,,TRUE,,,,0.296862772
cg12926596,0.261528726,0.694241562,12.68077761,1.54E-32,1.42E-30,62.72194144,0.456231607,0.717760333,0.261528726,12,56111944,F,II,BLOC1S1,Body,shore,Body-shore,chr12:56109798-56110298,,TRUE,,,,0.296847723
cg24119500,-0.264588909,0.580769124,-10.45999847,1.71E-23,4.22E-22,42.04401721,0.821564066,0.556975157,-0.264588909,6,69420780,R,II,BAI3,Body,opensea,Body-opensea,,,TRUE,,,,-0.296825137
cg01821058,0.280773834,0.479731601,9.98452138,1.06E-21,2.13E-20,37.95297543,0.224207213,0.504981047,0.280773834,16,55512870,R,I,MMP2,TSS1500,shore,TSS1500-shore,chr16:55513220-55513526,TRUE,,high-CpG:54070302-54070824,,,0.296824914
cg26104986,0.255644208,0.602718921,13.61809705,1.21E-36,2.28E-34,72.11833855,0.3700643,0.625708508,0.255644208,11,75275303,F,II,SERPINH1,5'UTR,shore,5'UTR-shore,chr11:75272950-75273616,TRUE,TRUE,,,,0.296800906
