CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate
cg18349298,0.337116585450954,0.599215763817812,17.8682984185877,9.527046332457429e-57,8.960306163755371e-53,118.216882080535,0.292415418065686,0.629532003516638,0.337116585450953,3,158450550,F,I,RARRES1,TSS1500,island,TSS1500-island,chr3:158449795-158450597,True,True,,,,0.3919695169496683,hyper,0.46,0.9570552147239264,0.9430051813471503
cg27494647,0.396712068658466,0.614217820047713,15.992248425408,1.26476312772794e-47,1.96615790275574e-44,97.2874104913349,0.253181297131915,0.649893365790381,0.396712068658466,7,150038898,F,I,RARRES2,TSS200,island,TSS200-island,chr7:150037459-150039031,True,,,,,0.466097955363565,hyper,0.37,0.9572301425661914,0.9381443298969071
cg16032102,0.318566784764355,0.411712240764977,10.4932842206454,1.27205290642058e-23,3.1931184603987097e-22,42.3352286349095,0.12179354815569,0.440360332920045,0.318566784764355,1,206680459,F,II,RASSF5,TSS1500,island,TSS1500-island,chr1:206680236-206681444,True,,,,,0.370025828423331,hyper,0.13,0.931106471816284,0.9484536082474226
cg03671802,0.321789075196275,0.55893817602419,12.2601726428582,9.49362673600408e-31,6.55932019507514e-29,58.6244725288045,0.2660869673024,0.587876042498675,0.321789075196275,18,56941473,R,II,RAX,TSS1500,island,TSS1500-island,chr18:56939624-56941540,True,,,,,0.3787919235485797,hyper,0.35,0.9266247379454926,0.9100529100529101
cg15229124,0.354439553507262,0.538597802437299,14.2539251417794,1.65159592715438e-39,5.30918310967561e-37,78.6820095448124,0.216032309497236,0.570471863004499,0.354439553507263,3,139258912,F,I,RBP1,TSS1500,shore,TSS1500-shore,chr3:139257712-139257949,,,,rs75826136,,0.4084230853486832,hyper,0.29,0.9574036511156186,0.9435897435897437
cg16425038,0.320761341145928,0.583905101743795,14.594160644861,4.57412107954956e-41,2.01972678489665e-38,82.2514485015606,0.291989204945523,0.61275054609145,0.320761341145927,14,24641194,F,I,REC8,TSS200,island,TSS200-island,chr14:24641053-24642220,True,,high-CpG:23710910-23711161,rs1043116,,0.3871114819149859,hyper,0.45,0.9355509355509356,0.9148936170212766
cg08857201,0.376171856106324,0.488426588673776,12.2634458676329,9.19658793964368e-31,6.37154360614228e-29,58.6560573763747,0.14608313689356,0.522254992999885,0.376171856106324,15,56536865,F,II,RFX7,TSS1500,shore,TSS1500-shore,chr15:56535651-56536129,,,,,,0.4350078229793004,hyper,0.22,0.9355509355509356,0.9197860962566845
cg10959198,0.339012440425806,0.66699571193753,12.4433694973124,1.5907837428547302e-31,1.24033326006355e-29,60.3995962132049,0.358470001765843,0.697482442191649,0.339012440425807,15,93632896,F,II,RGMA,TSS1500,island,TSS1500-island,chr15:93631428-93633173,,,,,,0.3906349923250195,hyper,0.58,0.8766519823788546,0.8342857142857143
cg01837657,0.391738815642911,0.569215691376536,16.5686742555276,2.1547463135900003e-50,5.8318441503894e-47,103.63758678783,0.21270518649288,0.604444002135791,0.391738815642911,15,90039822,R,I,RHCG,TSS200,island,TSS200-island,chr15:90039464-90039984,True,True,,,,0.4384889246681208,hyper,0.43,0.9440993788819876,0.9206349206349206
cg07980518,0.38134294250541,0.480956780400677,12.2391374367792,1.16440110277775e-30,7.92426767131883e-29,58.4216095779832,0.133907267976688,0.515250210482099,0.38134294250541,18,59560394,F,II,RNF152,TSS200,shore,TSS200-shore,chr18:59560494-59562016,,,,,,0.4316548173538622,hyper,0.27,0.9285714285714286,0.9139784946236558
cg19516515,0.345452495386748,0.412539047649008,12.5863693763151,3.9049769681106e-32,3.3717508842966496e-30,61.7955103469841,0.0981524241495571,0.443604919536305,0.345452495386748,1,155290614,R,II,RUSC1,TSS200,island,TSS200-island,chr1:155290606-155291001,True,,,,,0.3778108814583818,hyper,0.22,0.9217758985200843,0.8852459016393442
cg01934626,0.386924921063263,0.58786483370267,17.8543684551128,1.11632359812247e-56,1.00154688190825e-52,118.05892882166,0.235735319209844,0.622660240273107,0.386924921063263,5,180018562,F,I,SCGB3A1,TSS200,island,TSS200-island,chr5:180017099-180019062,,True,,,,0.415252665026745,hyper,0.49,0.9440993788819876,0.9090909090909092
cg03702236,0.364887267662324,0.4538885623334,11.3645294882942,4.72355613999371e-27,1.86838969366663e-25,50.1706714542913,0.12181489787812,0.486702165540444,0.364887267662324,5,9546755,R,II,SEMA5A,TSS1500,shore,TSS1500-shore,chr5:9544692-9546715,,,,,rs78088505,0.429459937591595,hyper,0.13,0.9445585215605748,0.9538461538461539
cg19349369,0.339498796645609,0.498872931078575,13.1093370364827,2.1337974791548e-34,2.74068037093012e-32,66.9744844838739,0.189904601757212,0.529403398402821,0.339498796645609,6,2842146,R,I,SERPINB1,TSS200,island,TSS200-island,chr6:2841810-2842273,True,,high-CpG:2787068-2787272,,rs386713,0.3971948233275729,hyper,0.29,0.9423868312757202,0.8913043478260869
cg07834955,0.40061960712569,0.449479210113733,12.2403378086125,1.15091947556042e-30,7.84102972298457e-29,58.4331805521182,0.0848865460748855,0.485506153200576,0.400619607125691,10,99531879,F,I,SFRP5,TSS200,island,TSS200-island,chr10:99531025-99531968,True,,,,,0.4306524949642453,hyper,0.16,0.9240506329113924,0.9090909090909092
cg23396786,0.332652436761009,0.481834424974531,12.226165732841,1.32050494128149e-30,8.92687441931365e-29,58.2966105407956,0.17909677569203,0.51174921245304,0.332652436761009,2,73299151,R,II,SFXN5,TSS200,island,TSS200-island,chr2:73297630-73299155,,,,,,0.3807538330326748,hyper,0.32,0.908315565031983,0.8852459016393442
cg00920348,0.366441450044423,0.496264808589181,12.2632601714478,9.21318922395782e-31,6.38079501472579e-29,58.6542653794266,0.162776726354508,0.529218176398931,0.366441450044423,1,66999304,F,II,SGIP1,TSS1500,shore,TSS1500-shore,chr1:66998728-66999060,True,,,,,0.4369896561904264,hyper,0.24,0.9399585921325052,0.9214659685863875
cg27252696,0.331395091731036,0.4459077639868,11.8917969802581,3.29385917750993e-29,1.78502779008229e-27,55.1012134753669,0.144314389138051,0.475709480869088,0.331395091731037,6,100912940,R,I,SIM1,TSS1500,island,TSS1500-island,chr6:100912071-100913337,True,,,,,0.3753252720552857,hyper,0.17,0.948875255623722,0.9494949494949495
cg02711647,0.41330099722156,0.516076930876465,14.110925363847,7.3720795585095e-39,2.11227204136258e-36,77.1933810610166,0.139943289520154,0.553244286741713,0.41330099722156,2,45237689,R,I,SIX2,TSS1500,island,TSS1500-island,chr2:45235511-45237792,,,,,,0.4697049830136178,hyper,0.22,0.9572301425661914,0.9644670050761421
cg06263461,0.384253485000731,0.534546657747865,17.6457313083753,1.19398917616825e-55,8.31823514852546e-52,115.697196407427,0.184848342261589,0.56910182726232,0.384253485000731,20,45280237,F,I,SLC13A3,TSS200,shore,TSS200-shore,chr20:45279781-45280169,,,,,,0.4642343766167214,hyper,0.42,0.937759336099585,0.9263157894736842
cg14077898,0.402743983516579,0.648989385511924,15.2202254513358,5.66509954193249e-44,4.28820678706783e-41,88.9152115165084,0.282463386124534,0.685207369641113,0.402743983516579,12,100750695,R,II,SLC17A8,TSS200,opensea,TSS200-opensea,,,True,,,,0.4790574118945688,hyper,0.44,0.9484536082474228,0.8852459016393442
cg00199007,0.318345799614292,0.565732143001907,12.4230185168225,1.94138010921743e-31,1.49510113405966e-29,60.2016650327219,0.27601456277739,0.594360362391681,0.318345799614292,20,61583910,R,I,SLC17A9,TSS200,island,TSS200-island,chr20:61583891-61584222,True,,,,,0.3734644443133664,hyper,0.45,0.9055793991416308,0.8924731182795699
cg09691340,0.422791883484209,0.504345281864047,14.2196419819164,2.36556278809748e-39,7.32458064770544e-37,78.3244839789317,0.119574251211152,0.542366134695361,0.422791883484208,17,42402882,R,I,SLC25A39,TSS1500,island,TSS1500-island,chr17:42402787-42403266,,,,,,0.48943297840666,hyper,0.28,0.9282700421940928,0.9263157894736842
cg24302235,0.438606613292859,0.49961401942283,13.9898032297998,2.6032025935663e-38,6.726221371652529e-36,75.9380379341879,0.100450446893718,0.539057060186576,0.438606613292858,3,170746073,R,II,SLC2A2,TSS1500,island,TSS1500-island,chr3:170746072-170746292,True,True,,,,0.4822699126278153,hyper,0.19,0.9549180327868853,0.9538461538461539
cg26870192,0.314957252807279,0.417128344478814,10.7116622574262,1.8240086528329502e-24,5.10110894468496e-23,44.2610071822233,0.130494585629024,0.445451838436304,0.314957252807279,6,137242062,F,I,SLC35D3,TSS1500,shore,TSS1500-shore,chr6:137242315-137245442,,,,rs62420716,,0.370998178625887,hyper,0.17,0.9358178053830228,0.9375
cg11331445,0.312919302333051,0.55908288875983,10.4908831973436,1.29932082698757e-23,3.25765406009236e-22,42.3142017724641,0.27430381145673,0.587223113789781,0.312919302333051,12,47219877,F,II,SLC38A4,TSS200,opensea,TSS200-opensea,,,,,rs7976413,rs7965688,0.3755475664099251,hyper,0.31,0.9338842975206612,0.9538461538461539
cg10748765,0.36896385586693,0.483035980890331,11.8445918083647,5.16564556674663e-29,2.72673171101153e-27,54.6543043556298,0.147252327889132,0.516216183756062,0.36896385586693,20,3218905,R,II,SLC4A11,TSS1500,island,TSS1500-island,chr20:3218578-3220930,,,,,,0.4073900724209505,hyper,0.26,0.9240506329113924,0.9139784946236558
cg26001902,0.343941239912123,0.402363763488115,10.6433334918156,3.3585327041843304e-24,9.06902667224853e-23,43.6556251132524,0.0893524911939884,0.433293731106112,0.343941239912123,2,108602979,F,I,SLC5A7,TSS200,island,TSS200-island,chr2:108602824-108603467,,,,,,0.3773124642172976,hyper,0.09,0.948875255623722,0.97
cg16703956,0.405173205052195,0.528863792317545,16.2402090586551,8.22637840371515e-49,1.61187744133836e-45,100.009323934496,0.160127026568605,0.5653002316208,0.405173205052195,5,1446217,F,I,SLC6A3,TSS1500,island,TSS1500-island,chr5:1444678-1446648,True,,,,rs2735852,0.4949436594553942,hyper,0.32,0.9549180327868853,0.9375
cg19788741,0.387815223226605,0.557672050669766,14.8069136443196,4.76625732109923e-42,2.51838460039907e-39,84.502480339194,0.204732297157784,0.592547520384389,0.387815223226605,5,101632310,F,I,SLCO4C1,TSS200,island,TSS200-island,chr5:101632049-101632373,True,,,,,0.4716887957638581,hyper,0.28,0.9552845528455284,0.9381443298969071
cg18108623,0.398384926226394,0.541016655489174,12.7702082488906,6.33688510746032e-33,6.25549163435348e-31,63.6030340621642,0.178457711837094,0.57684263806349,0.398384926226395,17,33701321,R,II,SLFN11,TSS1500,island,TSS1500-island,chr17:33700989-33701657,,True,,,,0.4646254899871065,hyper,0.28,0.9355509355509356,0.9206349206349206
cg04747322,0.32685215877706,0.495315152981569,10.2599763692259,9.84212670010047e-23,2.22168323245608e-21,40.3072027507034,0.197856173950648,0.524708332727707,0.32685215877706,5,121647308,R,II,SNCAIP,TSS1500,shore,TSS1500-shore,chr5:121647450-121648147,,,,,,0.3715622165042258,hyper,0.3,0.8913043478260869,0.9032258064516129
cg18334392,0.378968317940239,0.528856617719368,12.5180317908356,7.64893985099608e-32,6.309075677798679e-30,61.1273106166451,0.183968184485986,0.562936502426224,0.378968317940239,5,9547825,R,II,SNORD123,TSS1500,shore,TSS1500-shore,chr5:9544692-9546715,,,,,,0.4241672894431205,hyper,0.3,0.937759336099585,0.9032258064516129
cg11097433,0.363090859841899,0.484768254325772,11.9775017164071,1.45129332389684e-29,8.30447667432947e-28,55.9153012917977,0.154329450225051,0.51742031006695,0.363090859841899,10,108924557,R,I,SORCS1,TSS1500,island,TSS1500-island,chr10:108923780-108924805,True,,,,,0.3981776159480733,hyper,0.2,0.9217758985200843,0.9206349206349206
cg06126713,0.432175254312118,0.608194265648404,14.4583746896978,1.922621017719369e-40,7.44901791937299e-38,80.8223338581444,0.214883692479462,0.64705894679158,0.432175254312118,7,16505617,R,II,SOSTDC1,TSS200,opensea,TSS200-opensea,,,,,,,0.5299396123867864,hyper,0.38,0.9330543933054394,0.9139784946236558
cg23146663,0.357767694308768,0.618010271853966,14.2983318510609,1.03644177895199e-39,3.45057149956312e-37,79.1457016567265,0.292415931349943,0.650183625658711,0.357767694308768,5,151066662,F,II,SPARC,TSS200,opensea,TSS200-opensea,,True,,,,,0.4142344425270868,hyper,0.45,0.9399585921325052,0.9032258064516129
cg18959554,0.319821870265963,0.430372528982466,14.3685928191719,4.95210101326894e-40,1.77091745408445e-37,79.8807167424888,0.139311618272795,0.459133488538758,0.319821870265963,6,44310345,R,I,SPATS1,TSS200,opensea,TSS200-opensea,,,,,,,0.3877098188612103,hyper,0.19,0.959349593495935,0.9595959595959594
cg14619259,0.378089190202017,0.471006767712225,12.286131453524,7.377162841606891e-31,5.20016029010066e-29,58.8750936386122,0.126918403967224,0.505007594169241,0.378089190202017,5,141705539,F,I,SPRY4,TSS1500,island,TSS1500-island,chr5:141705391-141705688,,,,,,0.4367286767838592,hyper,0.26,0.9175475687103596,0.9090909090909092
cg07676859,0.387542946473673,0.495350878800439,13.9587379207786,3.59485690451718e-38,9.0461748612969e-36,75.6168995908378,0.14265891672188,0.530201863195554,0.387542946473673,20,23015932,R,I,SSTR4,TSS200,island,TSS200-island,chr20:23015716-23016879,,,,,,0.4376602698657746,hyper,0.18,0.9570552147239264,0.9591836734693877
cg17437939,0.427859796152172,0.639887754668499,15.1546102386497,1.14883675497472e-43,8.20110306271851e-41,88.2112785642623,0.250504558889722,0.678364355041896,0.427859796152173,7,97361252,R,II,TAC1,TSS200,island,TSS200-island,chr7:97361132-97363018,,,,,,0.5084797392385209,hyper,0.36,0.9637096774193548,0.9375
cg12420900,0.346155507230534,0.658667542185671,15.6976031305027,3.1886189173351003e-46,3.8447896788335e-43,94.0732231995683,0.343641127331984,0.689796634562518,0.346155507230534,10,123922863,R,II,TACC2,TSS1500,island,TSS1500-island,chr10:123922850-123923542,,True,,,,0.4073593839357276,hyper,0.49,0.9462809917355371,0.8972972972972972
cg11861562,0.317255368686036,0.625811450473449,14.2991501952089,1.02757395481934e-39,3.4332012404334602e-37,79.1542530000863,0.337086240841912,0.654341609527948,0.317255368686036,11,117069780,R,I,TAGLN,TSS1500,opensea,TSS1500-opensea,,True,,,,,0.3754794517693494,hyper,0.46,0.9462809917355371,0.9326424870466321
cg17985646,0.331827014002176,0.496285368077497,11.7218482013377,1.65626150081564e-28,8.12166133882099e-27,53.4972215468029,0.194298912888465,0.526125926890642,0.331827014002177,7,35293759,F,I,TBX20,TSS200,island,TSS200-island,chr7:35292985-35294674,True,,high-CpG:35260213-35260298,,,0.4084868213966368,hyper,0.32,0.9017094017094016,0.9206349206349206
cg12176783,0.358688577258796,0.622287388933954,14.8106666523568,4.57928739247597e-42,2.42983189490328e-39,84.5423164801536,0.295854978694833,0.65454355595363,0.358688577258797,20,62694000,F,I,TCEA2,TSS200,island,TSS200-island,chr20:62693942-62695282,,,,,,0.4153238200235483,hyper,0.42,0.948665297741273,0.9430051813471503
cg17284804,0.324734627431575,0.454671809082592,13.2803485657504,3.792645945169381e-35,5.51318534699554e-33,68.6922688664533,0.159139935916447,0.483874563348021,0.324734627431575,1,67218135,R,I,TCTEX1D1,TSS200,island,TSS200-island,chr1:67218079-67218293,,True,,,,0.3833354390399383,hyper,0.26,0.9375,0.9157894736842105
cg08924430,0.352662030661055,0.678346836237883,14.6183190574628,3.54074564494653e-41,1.61264674982701e-38,82.5063341922704,0.357399016967211,0.710061047628265,0.352662030661054,4,106067052,F,II,TET2,TSS1500,shore,TSS1500-shore,chr4:106067473-106067968,,,,,,0.3831422387749735,hyper,0.51,0.9382716049382716,0.8804347826086957
cg00795341,0.347891428018139,0.453255349481826,11.441521467456,2.30683049162951e-27,9.55561732111298e-26,50.8820973434582,0.136649121825031,0.484540549843169,0.347891428018139,5,79330929,F,I,THBS4,TSS200,island,TSS200-island,chr5:79330928-79331488,,,,,,0.3903293625873142,hyper,0.21,0.9243697478991596,0.9214659685863875
cg15853125,0.330987614455331,0.38560570202667,10.6174012060874,4.23139493577007e-24,1.12874702673997e-22,43.4265386530141,0.0843831608137246,0.415370775269056,0.330987614455331,21,32932267,R,II,TIAM1,TSS1500,shore,TSS1500-shore,chr21:32929927-32932017,,,,,,0.3682183142052208,hyper,0.08,0.9614604462474644,0.9543147208121826
cg05306745,0.375457960624543,0.604337359436002,14.4752474039194,1.60896652484349e-40,6.32498695380089e-38,80.9995885245189,0.262643603903593,0.638101564528137,0.375457960624544,17,76921845,F,I,TIMP2,TSS1500,island,TSS1500-island,chr17:76920684-76921961,,,,rs8179090,rs36099107,0.4367165870879865,hyper,0.37,0.9443298969072164,0.9381443298969071
cg19548479,0.442655103656879,0.526410017384627,15.0267667892908,4.53894642206099e-43,2.9491784779127e-40,86.8433791323501,0.123562027365957,0.566217131022836,0.442655103656879,17,41363737,R,II,TMEM106A,TSS200,island,TSS200-island,chr17:41363727-41364273,True,,,,,0.5367317790706749,hyper,0.31,0.9419087136929462,0.9032258064516129
cg08979352,0.343385983445641,0.650029567592399,13.3273821558721,2.35366263381763e-35,3.56178459837233e-33,69.1667375464547,0.337523618629279,0.680909602074921,0.343385983445641,4,99580530,F,I,TSPAN5,TSS1500,shore,TSS1500-shore,chr4:99579142-99580160,,,,,rs34718337,0.4086613340075595,hyper,0.48,0.9217758985200843,0.9090909090909092
cg08378442,0.368713650620958,0.462049803297982,14.4857177781421,1.44055351872121e-40,5.71670291677756e-38,81.1096309022251,0.126493855070996,0.495207505691953,0.368713650620958,2,220117704,F,II,TUBA4B,TSS1500,shore,TSS1500-shore,chr2:220117937-220119334,,True,,,,0.452439361568808,hyper,0.21,0.9595141700404858,0.9206349206349206
cg17395064,0.390403514003234,0.556021758417514,14.9449471525471,1.09079842551466e-42,6.432034822425439e-40,85.9704829345176,0.200726474090829,0.591129988094064,0.390403514003235,12,104609476,R,I,TXNRD1,TSS200,island,TSS200-island,chr12:104609397-104610172,,,,,,0.4586512509974798,hyper,0.3,0.959349593495935,0.9430051813471503
cg24685601,0.338281455802939,0.417565082901388,14.9183543461888,1.4498434381784098e-42,8.35280782021299e-40,85.6872120465217,0.109704621325332,0.447986077128271,0.338281455802938,1,20512550,F,I,UBXN10,TSS200,island,TSS200-island,chr1:20512360-20512797,,,,,,0.3906794834661237,hyper,0.17,0.9613034623217924,0.9595959595959594
cg15575433,0.379036909933199,0.499476728531855,13.929836248177,4.85244643126155e-38,1.19627431826524e-35,75.3184353743454,0.154525871650202,0.533562781583401,0.379036909933199,7,100488705,R,II,UFSP1,TSS1500,shore,TSS1500-shore,chr7:100489981-100490365,,,,,,0.4385325273854726,hyper,0.23,0.9508196721311476,0.9375
cg10400707,0.344873311489918,0.601806952503896,14.1457466250887,5.12465706267072e-39,1.5132822686515198e-36,77.5552236228126,0.287947428018467,0.632820739508385,0.344873311489919,1,160369840,F,I,VANGL2,TSS1500,shore,TSS1500-shore,chr1:160370112-160370658,True,,,,rs34049652,0.3858841743928486,hyper,0.38,0.9508196721311476,0.9375
