CpG,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,dbeta,DNAm,cutpoint,F1,F1_validate,F1_dif,early_dbeta,later_dbeta,dbate_dif
cg14936968,0.39834322,0.553075326,16.40118231,1.38e-49,3.2399999999999998e-46,101.7843133,0.190554338,0.588897558,0.39834322,3,57198533,F,I,IL17RD,Body,island,Body-island,chr3:57198243-57199378,,,,,,0.47717792,hyper,0.42,0.9375,0.897297297,-0.040202703,0.472177529,0.483060733,-0.010883204
cg13123964,0.422605377,0.612422871,15.28416439,2.8400000000000003e-44,2.29e-41,89.60235922,0.227821575,0.650426952,0.422605377,8,38323238,F,II,FGFR1,5'UTR,shore,5'UTR-shore,chr8:38323719-38324070,,,,,rs12541403,0.476671486,hyper,0.43,0.9375,0.863387978,-0.074112022,0.46529121,0.484741719,-0.019450509
cg05624478,0.415852292,0.530796109,16.16043,1.9799999999999997e-48,3.59e-45,99.1319271,0.152340605,0.568192897,0.415852292,17,40574031,R,II,PTRF,Body,island,Body-island,chr17:40573740-40575526,,,,,,0.468585846,hyper,0.35,0.9375,0.903225806,-0.034274194,0.459845816,0.47276586,-0.012920044
cg04098270,0.390709595,0.489565829,14.72614025,1.1299999999999999e-41,5.61e-39,83.64617786,0.133991988,0.524701584,0.390709595,15,72489686,R,II,GRAMD2,Body,island,Body-island,chr15:72489478-72490119,,True,,,,0.467476266,hyper,0.31,0.9375,0.903225806,-0.034274194,0.465566686,0.471049684,-0.005482998
cg05270634,0.395909509,0.521792894,15.27189675,3.24e-44,2.58e-41,89.47042854,0.161486758,0.557396267,0.395909509,17,41177445,R,I,RND2,1stExon,island,1stExon-island,chr17:41177336-41177593,,,,,,0.465844036,hyper,0.35,0.9375,0.914893617,-0.022606383,0.460575731,0.465555913,-0.004980182
cg11009590,0.373161383,0.624549073,14.27653419,1.3e-39,4.25e-37,78.91800857,0.284945369,0.658106751,0.373161383,6,149082648,R,II,UST,Body,opensea,Body-opensea,,True,True,,,,0.433606344,hyper,0.45,0.9375,0.880434783,-0.057065217,0.428645025,0.441108775,-0.01246375
cg21634602,0.38979035,0.55847866,10.53077795,9.13e-24,2.33e-22,42.6639951,0.203741399,0.593531749,0.38979035,5,112073570,R,II,APC,1stExon,opensea,1stExon-opensea,,True,True,high-CpG:112101462-112101485,,,0.507761097,hyper,0.16,0.936344969,0.943589744,0.007244774,0.562435528,0.511134591,0.051300937
cg08047907,0.400571534,0.56470176,13.81279056,1.6300000000000001e-37,3.6300000000000004e-35,74.11277616,0.200152845,0.60072438,0.400571534,1,169396858,R,II,C1orf114,TSS200,island,TSS200-island,chr1:169396621-169396869,,True,,,,0.48451792,hyper,0.38,0.935550936,0.897297297,-0.038253638,0.481306016,0.492379861,-0.011073845
cg21623671,0.406364468,0.56861139,14.298712,1.03e-39,3.44e-37,79.14967405,0.198790489,0.605154957,0.406364468,5,150536851,F,II,ANXA6,5'UTR,shore,5'UTR-shore,chr5:150537019-150537418,,,,,,0.474970587,hyper,0.36,0.935550936,0.909090909,-0.026460026,0.473812958,0.483792848,-0.00997989
cg14188232,0.39077112,0.574677122,14.46488626,1.79e-40,6.99e-38,80.89072952,0.21904729,0.60981841,0.39077112,15,68724065,F,II,ITGA11,Body,island,Body-island,chr15:68723367-68724691,True,,,,,0.473818593,hyper,0.4,0.935550936,0.914893617,-0.020657319,0.466788922,0.482582377,-0.015793455
cg18108623,0.398384926,0.541016655,12.77020825,6.34e-33,6.26e-31,63.60303406,0.178457712,0.576842638,0.398384926,17,33701321,R,II,SLFN11,TSS1500,island,TSS1500-island,chr17:33700989-33701657,,True,,,,0.46462549,hyper,0.28,0.935550936,0.920634921,-0.014916015,0.44554104,0.480047157,-0.034506117
cg08857201,0.376171856,0.488426589,12.26344587,9.200000000000001e-31,6.37e-29,58.65605738,0.146083137,0.522254993,0.376171856,15,56536865,F,II,RFX7,TSS1500,shore,TSS1500-shore,chr15:56535651-56536129,,,,,,0.435007823,hyper,0.22,0.935550936,0.919786096,-0.015764839,0.437050736,0.434028181,0.003022555
cg23241781,0.395871096,0.577435053,15.65860624,4.88e-46,5.6500000000000006e-43,93.64952226,0.217163876,0.613034972,0.395871096,14,70653964,R,I,SLC8A3,5'UTR,shore,5'UTR-shore,chr14:70655095-70656077,True,,,,,0.466817054,hyper,0.42,0.935281837,0.914893617,-0.02038822,0.456655909,0.478288134,-0.021632225
cg19043574,0.392378425,0.525249256,15.03743233,4.0500000000000005e-43,2.66e-40,86.95731298,0.168156661,0.560535086,0.392378425,2,99439533,R,II,C2orf55,Body,island,Body-island,chr2:99438297-99439884,,,,,,0.462390226,hyper,0.34,0.935281837,0.891304348,-0.043977489,0.449732788,0.468406415,-0.018673627
cg04931383,0.386946908,0.636960919,15.41023414,7.259999999999999e-45,6.549999999999999e-42,90.96063673,0.284811394,0.671758303,0.386946908,4,37978731,R,II,TBC1D1,Body,island,Body-island,chr4:37978702-37979595,,,,,,0.457306596,hyper,0.48,0.935281837,0.903225806,-0.032056031,0.444565554,0.470286669,-0.025721115
cg01643123,0.383717394,0.53153972,13.73494263,3.64e-37,7.580000000000001e-35,73.31363042,0.182329286,0.56604668,0.383717394,12,63207179,R,I,PPM1H,Body,opensea,Body-opensea,,True,,,,,0.427052954,hyper,0.31,0.935281837,0.9375,0.002218163,0.411013138,0.437680459,-0.026667321
cg12031863,0.382349972,0.664686005,18.12080559,5.36e-58,6.95e-54,121.085705,0.316720023,0.699069995,0.382349972,16,4587854,R,II,C16orf5,5'UTR,island,5'UTR-island,chr16:4587836-4588890,,,,,,0.424150995,hyper,0.56,0.935010482,0.827586207,-0.107424275,0.416611591,0.429711351,-0.01309976
cg23235241,0.413745306,0.530867019,13.27464214,4.02e-35,5.8e-33,68.63476213,0.154329024,0.568074331,0.413745306,16,25704505,R,II,HS3ST4,Body,island,Body-island,chr16:25702955-25704631,,,,,,0.546976317,hyper,0.27,0.933609959,0.885245902,-0.048364057,0.524763928,0.557526428,-0.0327625
cg07251099,0.378065431,0.499083257,12.41750753,2.0500000000000003e-31,1.57e-29,60.14809726,0.155016516,0.533081947,0.378065431,3,112052405,F,II,CD200,Body,island,Body-island,chr3:112051893-112052406,,,,,,0.450854847,hyper,0.28,0.933333333,0.89010989,-0.043223443,0.422182433,0.464604192,-0.042421759
cg04294888,0.485245566,0.605763214,14.98587225,7.04e-43,4.36e-40,86.40684213,0.16415484,0.649400406,0.485245566,22,28839249,F,II,TTC28,Body,opensea,Body-opensea,,,,,,,0.587219031,hyper,0.38,0.933054393,0.897297297,-0.035757096,0.583199884,0.589166962,-0.005967078
cg06126713,0.432175254,0.608194266,14.45837469,1.9199999999999998e-40,7.45e-38,80.82233386,0.214883692,0.647058947,0.432175254,7,16505617,R,II,SOSTDC1,TSS200,opensea,TSS200-opensea,,,,,,,0.529939612,hyper,0.38,0.933054393,0.913978495,-0.019075899,0.501223623,0.550009934,-0.048786311
cg02156680,0.430787277,0.531705566,14.11790526,6.85e-39,1.98e-36,77.26587856,0.139658151,0.570445429,0.430787277,8,120651317,R,II,ENPP2,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.518424761,hyper,0.28,0.933054393,0.914893617,-0.018160776,0.508436665,0.523149669,-0.014713004
cg07100000,0.39308665,0.582334602,15.3894824,9.089999999999999e-45,8.13e-42,90.73674873,0.22459747,0.617684121,0.39308665,5,170877840,F,II,FGF18,Body,island,Body-island,chr5:170877798-170878210,,,,,,0.483222542,hyper,0.41,0.933054393,0.897297297,-0.035757096,0.471928444,0.491080905,-0.019152461
cg10541755,0.404856435,0.549163219,15.22606734,5.32e-44,4.05e-41,88.977945,0.180714737,0.585571172,0.404856435,3,170625872,R,II,EIF5A2,5'UTR,island,5'UTR-island,chr3:170625831-170626841,,,,,,0.471703635,hyper,0.35,0.933054393,0.909090909,-0.023963484,0.45205682,0.481341694,-0.029284874
cg22325530,0.385187362,0.50217463,14.14147361,5.36e-39,1.58e-36,77.5107984,0.151626419,0.536813781,0.385187362,12,111127346,F,II,HVCN1,TSS1500,island,TSS1500-island,chr12:111126611-111127347,True,True,,,,0.448009221,hyper,0.3,0.933054393,0.931937173,-0.001117221,0.43080988,0.469516207,-0.038706327
cg11617147,0.386143509,0.448826712,11.69688948,2.1e-28,1.01e-26,53.26282675,0.097408338,0.483551847,0.386143509,7,105517689,R,II,ATXN7L1,TSS1500,island,TSS1500-island,chr7:105516844-105517963,,,,,,0.444426691,hyper,0.18,0.933054393,0.897297297,-0.035757096,0.441034765,0.446053229,-0.005018464
cg13804182,0.373157942,0.437508435,12.2508265,1.04e-30,7.15e-29,58.53431391,0.097907862,0.471065804,0.373157942,6,30711796,R,II,FLOT1,TSS1500,island,TSS1500-island,chr6:30710307-30712440,,,,,,0.411114858,hyper,0.21,0.933054393,0.879120879,-0.053933514,0.395187969,0.418752313,-0.023564344
cg06947913,0.381894179,0.489870477,13.32328342,2.45e-35,3.7e-33,69.12535565,0.1423193,0.524213479,0.381894179,12,50297793,R,I,FAIM2,TSS200,island,TSS200-island,chr12:50297580-50297988,True,True,,,,0.505495947,hyper,0.21,0.931106472,0.9375,0.006393528,0.481455598,0.519075379,-0.037619781
cg23477967,0.417470394,0.525123241,13.21945486,7.030000000000001e-35,9.71e-33,68.07927109,0.145195148,0.562665542,0.417470394,2,188419087,F,II,TFPI,1stExon,opensea,1stExon-opensea,,,True,,,,0.480479799,hyper,0.25,0.931106472,0.909090909,-0.022015563,0.464968562,0.491081236,-0.026112674
cg07703462,0.403028899,0.534587374,13.34184322,2.0300000000000002e-35,3.11e-33,69.31279234,0.167802081,0.57083098,0.403028899,7,149487338,R,I,SSPO,Body,island,Body-island,chr7:149487283-149487769,True,True,,,,0.4667838,hyper,0.28,0.931106472,0.9375,0.006393528,0.421037504,0.490379932,-0.069342428
cg00697992,0.394501197,0.624691029,13.31536343,2.66e-35,3.98e-33,69.04541197,0.265666558,0.660167755,0.394501197,2,139537131,F,II,NXPH2,Body,shore,Body-shore,chr2:139537692-139538650,,True,,,,0.463824116,hyper,0.41,0.931106472,0.880434783,-0.050671689,0.428556719,0.480474545,-0.051917826
cg12507655,0.377698772,0.562152741,14.84368748,3.22e-42,1.74e-39,84.89300248,0.218419685,0.596118458,0.377698772,7,100465051,R,I,TRIP6,1stExon,shore,1stExon-shore,chr7:100463758-100464146,,,,,,0.451066941,hyper,0.38,0.931106472,0.926315789,-0.004790682,0.44016593,0.458885553,-0.018719623
cg09651145,0.422567793,0.596595116,16.27370258,5.68e-49,1.1899999999999999e-45,100.3781373,0.212028024,0.634595817,0.422567793,5,148651144,R,II,AFAP1L1,TSS1500,island,TSS1500-island,chr5:148650920-148651772,True,,,,,0.513821145,hyper,0.42,0.93081761,0.885245902,-0.045571708,0.497133548,0.524264686,-0.027131138
cg18844382,0.4102668,0.533370037,17.88650517,7.740000000000001e-57,7.67e-53,118.42338,0.159997734,0.570264534,0.4102668,14,23834977,F,I,EFS,TSS200,island,TSS200-island,chr14:23834435-23835947,,,high-CpG:22904163-22905667,,,0.484000353,hyper,0.44,0.93081761,0.866666667,-0.064150943,0.476749509,0.48737943,-0.010629921
cg05769889,0.398876408,0.543938469,13.39435553,1.1900000000000001e-35,1.89e-33,69.84384231,0.180932242,0.57980865,0.398876408,12,89744701,R,I,DUSP6,Body,shore,Body-shore,chr12:89745168-89748144,,,low-CpG:88268599-88268847,,rs61754239,0.47815569,hyper,0.34,0.93081761,0.879120879,-0.051696731,0.480259131,0.474225765,0.006033366
cg20104456,0.394128198,0.648747553,15.35760742,1.28e-44,1.1099999999999999e-41,90.39308912,0.290062539,0.684190737,0.394128198,19,51568523,R,II,KLK13,TSS200,shore,TSS200-shore,chr19:51568154-51568412,,True,,,,0.442406781,hyper,0.47,0.93081761,0.872928177,-0.057889433,0.418723007,0.467440934,-0.048717927
cg08193579,0.410271109,0.495500798,12.96127395,9.43e-34,1.0800000000000001e-31,65.49669824,0.122124573,0.532395682,0.410271109,3,169529701,R,II,LRRC34,Body,shore,Body-shore,chr3:169529875-169530435,,True,,,rs35759166,0.427322607,hyper,0.25,0.930526316,0.885245902,-0.045280414,0.432735453,0.424726972,0.008008481
cg20162652,0.375544757,0.557521277,10.78642148,9.33e-25,2.7e-23,44.92627342,0.215748531,0.591293287,0.375544757,12,66629018,R,II,IRAK3,Body,opensea,Body-opensea,,,,,,,0.452482389,hyper,0.25,0.929166667,0.919786096,-0.00938057,0.444105717,0.456499273,-0.012393556
cg04765848,0.425044119,0.581558286,16.71382345,4.28e-51,1.39e-47,105.2487622,0.194737559,0.619781678,0.425044119,1,53527576,R,II,PODN,TSS1500,island,TSS1500-island,chr1:53527572-53528974,,,,,,0.501493962,hyper,0.44,0.928571429,0.891304348,-0.037267081,0.488670085,0.517150926,-0.028480841
cg09691340,0.422791883,0.504345282,14.21964198,2.37e-39,7.32e-37,78.32448398,0.119574251,0.542366135,0.422791883,17,42402882,R,I,SLC25A39,TSS1500,island,TSS1500-island,chr17:42402787-42403266,,,,,,0.489432978,hyper,0.28,0.928270042,0.926315789,-0.001954253,0.475894036,0.515618614,-0.039724578
cg14769786,0.394932683,0.644376736,14.28150021,1.24e-39,4.0500000000000004e-37,78.96986828,0.284959582,0.679892265,0.394932683,17,1881333,F,I,RTN4RL1,Body,shore,Body-shore,chr17:1880789-1881116,,True,,rs12103650,,0.509096245,hyper,0.48,0.926624738,0.898395722,-0.028229016,0.470489986,0.517706696,-0.04721671
cg21919857,0.462558015,0.638629273,17.12268461,4.39e-53,2.1400000000000002e-49,109.8115291,0.217668201,0.680226216,0.462558015,5,180018102,R,II,SCGB3A1,Body,island,Body-island,chr5:180017099-180019062,,True,,,,0.564267502,hyper,0.52,0.926315789,0.866666667,-0.059649123,0.547178254,0.57479822,-0.027619966
cg15410675,0.415406122,0.627036834,13.90574682,6.23e-38,1.5e-35,75.0698941,0.248987377,0.664393499,0.415406122,4,154144800,F,II,TRIM2,Body,shore,Body-shore,chr4:154143932-154144463,,True,,,,0.509137734,hyper,0.44,0.926315789,0.847457627,-0.078858162,0.501500508,0.518086342,-0.016585834
cg03306374,0.408407254,0.497324435,13.19428172,9.060000000000001e-35,1.23e-32,67.82628901,0.125644451,0.534051706,0.408407254,16,23847325,R,I,PRKCB,1stExon,island,1stExon-island,chr16:23846941-23848102,True,,high-CpG:23754772-23755017,,,0.455578331,hyper,0.23,0.926315789,0.903225806,-0.023089983,0.417056072,0.544644358,-0.127588286
cg13782615,0.39521106,0.568409374,13.98068659,2.86e-38,7.35e-36,75.84375905,0.208738877,0.603949937,0.39521106,11,4079556,F,II,STIM1,Body,opensea,Body-opensea,,,True,,,,0.455359693,hyper,0.4,0.926315789,0.898395722,-0.027920068,0.435193578,0.461012185,-0.025818607
cg06274159,0.381355554,0.529581917,11.66106825,2.94e-28,1.39e-26,52.92694652,0.182520927,0.563876482,0.381355554,4,188916867,R,II,ZFP42,TSS200,island,TSS200-island,chr4:188916605-188916876,,,,,,0.431084302,hyper,0.27,0.926315789,0.909090909,-0.01722488,0.397872975,0.447010202,-0.049137227
cg08421126,0.391410063,0.58952271,10.9789372,1.64e-25,5.2299999999999995e-24,46.65325629,0.233311394,0.624721457,0.391410063,2,43019854,R,II,HAAO,TSS200,island,TSS200-island,chr2:43019665-43020509,,,high-CpG:42873185-42873845,,,0.475001655,hyper,0.23,0.925,0.926315789,0.001315789,0.472002371,0.476439908,-0.004437537
cg25959149,0.393297984,0.65614565,14.30736036,9.43e-40,3.17e-37,79.24005813,0.298216189,0.691514173,0.393297984,20,17674250,R,II,BANF2,TSS200,opensea,TSS200-opensea,,,,,,,0.441928658,hyper,0.46,0.924050633,0.880434783,-0.04361585,0.431412252,0.443779514,-0.012367262
cg07834955,0.400619607,0.44947921,12.24033781,1.15e-30,7.840000000000001e-29,58.43318055,0.084886546,0.485506153,0.400619607,10,99531879,F,I,SFRP5,TSS200,island,TSS200-island,chr10:99531025-99531968,True,,,,,0.430652495,hyper,0.16,0.924050633,0.909090909,-0.014959724,0.395959512,0.447288896,-0.051329384
cg22855020,0.370458172,0.612461802,13.66108642,7.780000000000001e-37,1.5299999999999999e-34,72.55751741,0.275318214,0.645776386,0.370458172,8,42356731,F,II,SLC20A2,5'UTR,opensea,5'UTR-opensea,,,True,,,,0.425722752,hyper,0.44,0.924050633,0.891304348,-0.032746285,0.408786765,0.438982487,-0.030195722
cg00158308,0.393503952,0.506446057,12.18427668,1.98e-30,1.3e-28,57.89347688,0.148329151,0.541833103,0.393503952,13,97646341,R,II,OXGR1,5'UTR,shore,5'UTR-shore,chr13:97646394-97646737,,True,,,,0.458868216,hyper,0.24,0.922105263,0.904255319,-0.017849944,0.500417187,0.451302761,0.049114426
cg13273396,0.423531102,0.561323882,13.49964233,4.0700000000000004e-36,6.98e-34,70.91179127,0.17588011,0.599411212,0.423531102,12,81471867,R,II,ACSS3,1stExon,island,1stExon-island,chr12:81471569-81472119,,,high-CpG:79995927-79996052,,,0.483213512,hyper,0.34,0.921775899,0.872928177,-0.048847722,0.467302065,0.50660359,-0.039301525
cg20486569,0.396307054,0.636266014,15.47364674,3.6499999999999997e-45,3.51e-42,91.64553262,0.275598083,0.671905137,0.396307054,22,19512228,F,II,CLDN5,1stExon,island,1stExon-island,chr22:19510871-19512254,,,,,,0.456408755,hyper,0.5,0.921775899,0.872928177,-0.048847722,0.449689393,0.459625905,-0.009936512
cg11142705,0.372960164,0.482327575,13.36113555,1.67e-35,2.59e-33,69.507769,0.142906995,0.515867158,0.372960164,3,42306974,R,II,CCK,TSS1500,island,TSS1500-island,chr3:42306149-42307520,,,,,,0.45486913,hyper,0.31,0.919831224,0.860335196,-0.059496028,0.448481114,0.45199113,-0.003510016
cg06679087,0.376262158,0.540485243,13.28982546,3.4500000000000004e-35,5.05e-33,68.7878009,0.198059609,0.574321768,0.376262158,10,99473206,R,I,MARVELD1,TSS1500,island,TSS1500-island,chr10:99473084-99473291,,,,,,0.454109165,hyper,0.32,0.919831224,0.913978495,-0.005852729,0.447768928,0.459952126,-0.012183198
cg14616251,0.40401107,0.581737678,14.91609077,1.49e-42,8.53e-40,85.66310999,0.214058538,0.618069609,0.40401107,1,24648696,R,II,GRHL3,TSS1500,island,TSS1500-island,chr1:24648202-24648985,True,,,,,0.494668251,hyper,0.42,0.919491525,0.872928177,-0.046563349,0.468023917,0.504622737,-0.03659882
cg23267759,0.391573087,0.545523498,14.86927627,2.4499999999999997e-42,1.35e-39,85.16499047,0.189163817,0.580736905,0.391573087,18,19751335,F,I,GATA6,Body,island,Body-island,chr18:19744936-19752363,,True,,,,0.490247286,hyper,0.4,0.919491525,0.866666667,-0.052824859,0.465629118,0.50519629,-0.039567172
cg07302069,0.426054807,0.5203073,12.93235538,1.26e-33,1.41e-31,65.20911249,0.132566774,0.558621581,0.426054807,7,27196286,F,I,HOXA7,5'UTR,island,5'UTR-island,chr7:27195601-27196567,True,,high-CpG:27162728-27162853,,,0.4867648,hyper,0.28,0.919491525,0.931937173,0.012445647,0.500136673,0.520870799,-0.020734126
cg01893212,0.416341331,0.474469985,12.0404509,7.93e-30,4.73e-28,56.51543052,0.095569421,0.511910752,0.416341331,7,49813088,R,I,VWC2,TSS200,island,TSS200-island,chr7:49813008-49815752,True,,,,,0.462618121,hyper,0.16,0.919491525,0.926315789,0.006824264,0.438442756,0.474210986,-0.03576823
cg00744866,0.375395642,0.543952058,11.57609422,6.55e-28,2.9300000000000003e-26,52.13268451,0.202315017,0.577710659,0.375395642,3,33701209,F,II,CLASP2,Body,opensea,Body-opensea,,,True,,,,0.426153061,hyper,0.29,0.919491525,0.926315789,0.006824264,0.396805203,0.440226302,-0.043421099
cg21899596,0.374236505,0.702887738,14.87442241,2.3199999999999998e-42,1.28e-39,85.21971399,0.362305595,0.736542099,0.374236505,4,57522493,R,II,HOPX,1stExon,island,1stExon-island,chr4:57521621-57522703,True,,high-CpG:57216994-57217416,,,0.452014716,hyper,0.6,0.917894737,0.872928177,-0.04496656,0.426468388,0.462241214,-0.035772826
cg06716182,0.389999041,0.495744692,11.29266781,9.200000000000001e-27,3.4899999999999998e-25,49.50934901,0.140817507,0.530816548,0.389999041,11,96074944,F,II,MAML2,1stExon,opensea,1stExon-opensea,,,True,,,,0.458055593,hyper,0.18,0.917547569,0.903225806,-0.014321762,0.414906659,0.478746895,-0.063840236
cg02058870,0.371800372,0.628577619,12.75817514,7.140000000000001e-33,6.970000000000001e-31,63.4842838,0.290212533,0.662012904,0.371800372,14,72053146,R,II,SIPA1L1,5'UTR,opensea,5'UTR-opensea,,,True,,,,0.456265998,hyper,0.44,0.917547569,0.898395722,-0.019151847,0.437743033,0.473168225,-0.035425192
cg14619259,0.37808919,0.471006768,12.28613145,7.380000000000001e-31,5.2e-29,58.87509364,0.126918404,0.505007594,0.37808919,5,141705539,F,I,SPRY4,TSS1500,island,TSS1500-island,chr5:141705391-141705688,,,,,,0.436728677,hyper,0.26,0.917547569,0.909090909,-0.00845666,0.472444483,0.431087695,0.041356788
cg20118643,0.437301406,0.603430351,14.83126488,3.68e-42,1.97e-39,84.76103318,0.205454611,0.642756017,0.437301406,15,60690852,R,II,ANXA2,TSS1500,island,TSS1500-island,chr15:60690708-60690930,,,,,,0.527310516,hyper,0.45,0.917197452,0.872928177,-0.044269275,0.516892257,0.532486466,-0.015594209
cg13940444,0.386106097,0.630489489,15.17239219,9.49e-44,6.85e-41,88.40192301,0.279105164,0.665211261,0.386106097,12,53617382,R,II,RARG,Body,shelf,Body-shelf,chr12:53613716-53615103,True,True,,,,0.463473039,hyper,0.5,0.917197452,0.913043478,-0.004153974,0.441895097,0.47440033,-0.032505233
cg02032778,0.409746377,0.530437612,10.80665716,7.77e-25,2.2799999999999997e-23,45.10686626,0.157538931,0.567285308,0.409746377,7,29186228,F,II,CPVL,TSS200,opensea,TSS200-opensea,,,True,,rs245880,,0.456113385,hyper,0.2,0.917197452,0.89010989,-0.027087562,0.427720545,0.469728665,-0.04200812
cg09235583,0.371606502,0.478473078,12.30237529,6.3e-31,4.4800000000000004e-29,59.03207502,0.140284426,0.511890928,0.371606502,6,30711141,F,II,IER3,3'UTR,island,3'UTR-island,chr6:30710307-30712440,,,,,,0.401576171,hyper,0.27,0.917197452,0.885245902,-0.031951551,0.40660127,0.399166474,0.007434796
cg08249424,0.374861194,0.555735347,11.4859871,1.5200000000000002e-27,6.47e-26,51.29432307,0.214584692,0.589445886,0.374861194,6,4775222,R,II,CDYL,TSS1500,island,TSS1500-island,chr6:4775131-4777550,,,,,,0.423573399,hyper,0.3,0.915254237,0.920634921,0.005380683,0.415951118,0.427228528,-0.01127741
cg21799346,0.388708471,0.49078097,13.54312439,2.61e-36,4.61e-34,71.35407303,0.137028297,0.525736768,0.388708471,11,2905372,R,I,CDKN1C,Body,island,Body-island,chr11:2905023-2907024,,,,,rs68019446,0.476757335,hyper,0.3,0.914893617,0.931937173,0.017043556,0.474983463,0.472666411,0.002317052
cg21883802,0.384787581,0.505551574,14.27291143,1.35e-39,4.390000000000001e-37,78.88018162,0.155367194,0.540154774,0.384787581,14,92413706,R,I,FBLN5,5'UTR,island,5'UTR-island,chr14:92413581-92414324,True,,,,,0.472369481,hyper,0.35,0.914893617,0.879120879,-0.035772738,0.455818823,0.487398919,-0.031580096
cg09489281,0.373999209,0.461284721,10.72717358,1.5899999999999999e-24,4.4699999999999996e-23,44.39878981,0.120918534,0.494917743,0.373999209,5,43604149,R,I,NNT,5'UTR,shore,5'UTR-shore,chr5:43602977-43603650,True,,,,,0.420882956,hyper,0.19,0.914893617,0.948453608,0.033559991,0.424596487,0.419102198,0.005494289
cg23083315,0.377832241,0.431588919,12.40291151,2.36e-31,1.7900000000000001e-29,60.00628627,0.087734398,0.465566638,0.377832241,11,35639656,R,I,FJX1,TSS200,island,TSS200-island,chr11:35639629-35641485,,,,,,0.416856955,hyper,0.2,0.914529915,0.936842105,0.022312191,0.452523961,0.413006232,0.039517729
cg01163842,0.375281479,0.651506794,14.80427844,4.8999999999999994e-42,2.59e-39,84.47451171,0.309973649,0.685255128,0.375281479,14,95235125,F,I,GSC,Body,island,Body-island,chr14:95234612-95236569,True,True,,,,0.408227422,hyper,0.56,0.913684211,0.880434783,-0.033249428,0.39848667,0.421628674,-0.023142004
cg03231163,0.372327019,0.513446142,11.13516427,3.9300000000000004e-26,1.37e-24,48.06911327,0.174601768,0.546928787,0.372327019,19,39360465,F,II,RINL,Body,island,Body-island,chr19:39359916-39361160,,True,,,,0.410897863,hyper,0.26,0.912951168,0.869565217,-0.04338595,0.38384704,0.423869604,-0.040022564
cg03596016,0.453678155,0.641751583,16.74885152,2.89e-51,1.02e-47,105.6382743,0.228871824,0.682549979,0.453678155,1,246952362,R,I,LOC149134,TSS1500,island,TSS1500-island,chr1:246952214-246952511,,True,,,,0.53643014,hyper,0.53,0.912579957,0.903225806,-0.009354151,0.522367847,0.55252108,-0.030153233
cg25737323,0.400936278,0.574225143,14.02727922,1.76e-38,4.7e-36,76.32590026,0.209344286,0.610280564,0.400936278,2,29338100,R,I,CLIP4,TSS1500,island,TSS1500-island,chr2:29337983-29338909,True,,high-CpG:29191546-29192008,,,0.499539957,hyper,0.47,0.912579957,0.89010989,-0.022470067,0.476526352,0.506431154,-0.029904802
cg09025324,0.371570756,0.547645571,13.08560032,2.71e-34,3.41e-32,66.73697542,0.209489451,0.581060207,0.371570756,6,116691685,R,II,DSE,TSS1500,shore,TSS1500-shore,chr6:116691827-116692868,,,,,,0.436608412,hyper,0.38,0.912579957,0.882681564,-0.029898393,0.43058109,0.44718275,-0.01660166
cg06361405,0.430505324,0.537153613,17.36204178,2.96e-54,1.69e-50,112.498472,0.145362797,0.57586812,0.430505324,10,104434010,F,II,ARL3,3'UTR,opensea,3'UTR-opensea,,True,,,,,0.491041827,hyper,0.45,0.912205567,0.837209302,-0.074996265,0.478795632,0.501308588,-0.022512956
cg00397324,0.390312992,0.437394688,12.47737248,1.14e-31,9.12e-30,60.73071171,0.082181785,0.472494777,0.390312992,21,42798594,F,I,MX1,5'UTR,island,5'UTR-island,chr21:42798146-42798884,True,True,,,,0.420003414,hyper,0.22,0.912205567,0.926315789,0.014110222,0.398795014,0.430173525,-0.031378511
cg20601919,0.425405436,0.593147991,10.99105428,1.46e-25,4.72e-24,46.76261313,0.20599844,0.631403876,0.425405436,2,219646831,F,I,CYP27A1,5'UTR,island,5'UTR-island,chr2:219646432-219647181,True,,high-CpG:219354692-219355323,,,0.505606056,hyper,0.22,0.908704883,0.866666667,-0.042038217,0.485670484,0.529344453,-0.043673969
cg02852959,0.378268964,0.572356386,12.00246398,1.1400000000000001e-29,6.64e-28,56.15305934,0.228104416,0.606373379,0.378268964,12,2944436,R,II,NRIP2,TSS1500,opensea,TSS1500-opensea,,True,True,,,,0.414988897,hyper,0.39,0.907922912,0.865168539,-0.042754373,0.450805524,0.407208121,0.043597403
cg18726691,0.379444611,0.623043185,14.48052482,1.52e-40,6e-38,81.05504901,0.277721291,0.657165902,0.379444611,15,90039613,R,II,RHCG,1stExon,island,1stExon-island,chr15:90039464-90039984,True,True,,,,0.447694587,hyper,0.52,0.905982906,0.872928177,-0.033054729,0.428295356,0.459288973,-0.030993617
cg04528060,0.370891716,0.464353683,11.31620305,7.4e-27,2.8499999999999997e-25,49.72564872,0.126815539,0.497707255,0.370891716,4,57371868,R,I,ARL9,5'UTR,island,5'UTR-island,chr4:57371582-57372022,True,True,,rs79938142,,0.428902395,hyper,0.23,0.905579399,0.872928177,-0.032651222,0.396019216,0.478460784,-0.082441568
